state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
AL,91,area_code_510,1,0,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,50.95,561.6000000000001,331,0.0907229344729344,Apenas Internacional,0,0.03027486739882167,0
NY,75,area_code_415,0,1,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,60.49999999999999,636.0999999999999,346,0.0951108316302468,Apenas Correio de Voz,0,0.02138664545071494,2
FL,91,area_code_510,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,64.42999999999999,620.8,354,0.1037854381443298,Nenhum,0,0.02150564005197886,1
AK,127,area_code_510,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,56.790000000000006,584.5,273,0.0971599657827202,Apenas Correio de Voz,0,0.02184778040378695,2
NV,113,area_code_415,0,1,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,57.66,525.8000000000001,227,0.109661468238874,Apenas Correio de Voz,0,0.02198957619717213,2
DE,110,area_code_510,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,60.8,630.9,315,0.0963702647012204,Nenhum,0,0.02180382337544281,1
MD,120,area_code_415,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,67.04,685.0,285,0.0978686131386861,Apenas Correio de Voz,0,0.02229100789416899,2
MI,157,area_code_415,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,56.14,504.6,328,0.1112564407451446,Apenas Correio de Voz,0,0.02133690393522847,2
VT,103,area_code_510,0,0,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,70.71,654.2,232,0.1080862121675328,Nenhum,0,0.02129045785564994,1
VT,117,area_code_408,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,58.53,608.1,314,0.096250616674889,Apenas Internacional,1,0.9692275233143585,3
MI,140,area_code_415,0,0,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,61.86,516.6999999999999,302,0.1197213083026901,Nenhum,0,0.02128176600718013,1
WA,127,area_code_408,0,0,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,55.09,567.3000000000001,283,0.0971091133439097,Nenhum,0,0.02177276805052376,0
UT,83,area_code_408,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,73.16,620.6,323,0.1178859168546567,Apenas Internacional,0,0.021296640530610138,1
LA,121,area_code_408,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,58.99,570.0,328,0.1034912280701754,Nenhum,0,0.02184485968839724,1
RI,145,area_code_408,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,73.5,717.8,284,0.1023962106436333,Apenas Correio de Voz,0,0.02129344532240529,2
IA,113,area_code_408,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,62.38,598.1,298,0.1042969403109847,Nenhum,0,0.02498006017698073,1
NE,117,area_code_415,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,51.24,618.6,323,0.0828322017458777,Nenhum,0,0.021447054792146026,0
OH,65,area_code_408,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,57.60000000000001,580.3,326,0.0992590039634672,Nenhum,0,0.02128873052052099,1
RI,56,area_code_415,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,67.72000000000001,621.9,384,0.1088921048400064,Nenhum,0,0.021296665943136592,1
OK,96,area_code_415,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,71.92,687.4,257,0.104626127436718,Nenhum,0,0.02128682715566752,1
LA,151,area_code_408,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,69.83,746.5,359,0.0935432016075016,Nenhum,0,0.021283700924727582,1
OH,83,area_code_415,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,87.89,734.4999999999999,357,0.1196596324029952,Nenhum,1,0.9694382803759307,3
VA,139,area_code_510,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,63.150000000000006,677.5,339,0.093210332103321,Apenas Correio de Voz,0,0.02245264901543847,2
MO,6,area_code_510,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,63.82,629.1,271,0.1014465108885709,Nenhum,0,0.02621949016785823,1
FL,115,area_code_510,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,49.760000000000005,499.9,372,0.0995399079815963,Apenas Correio de Voz,0,0.021585893538641314,2
SC,87,area_code_415,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,45.92,453.1,311,0.1013462811741337,Nenhum,0,0.02506456563486047,0
VA,141,area_code_415,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,72.08999999999999,724.1,330,0.0995580720894903,Nenhum,0,0.021296180517923008,1
IA,141,area_code_510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,65.57,668.9,328,0.0980266108536403,Apenas Correio de Voz,0,0.02156709677847938,2
MI,62,area_code_415,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,42.26,483.1,309,0.0874767128958807,Nenhum,0,0.021282808411649173,0
OK,146,area_code_415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,56.87,528.1999999999999,335,0.10766755017039,Nenhum,0,0.021333828472373424,1
DE,92,area_code_415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,73.05999999999999,697.6999999999999,292,0.1047154937652286,Apenas Correio de Voz,0,0.021282021813364423,2
GA,185,area_code_510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,60.10000000000001,625.4000000000001,389,0.0960984969619443,Apenas Correio de Voz,0,0.021289161658443894,2
DC,148,area_code_415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,69.71000000000001,717.4,324,0.0971703373292445,Nenhum,0,0.021300549029654045,1
AZ,94,area_code_408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,53.580000000000005,482.1,318,0.1111387678904791,Apenas Correio de Voz,0,0.02129034947405259,2
AL,32,area_code_510,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,63.81,578.5999999999999,232,0.1102834427929485,Nenhum,0,0.04919597847434419,1
CO,68,area_code_408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,67.25,571.2,292,0.117734593837535,Nenhum,0,0.021466156220029575,1
NH,64,area_code_408,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,55.650000000000006,527.1,282,0.1055776892430278,Apenas Correio de Voz,0,0.022091751417699427,2
NM,25,area_code_415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,53.2,610.2,281,0.0871845296624057,Nenhum,0,0.021433986632805893,0
OR,65,area_code_415,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,47.09,492.2000000000001,333,0.095672490857375,Nenhum,0,0.022032414807827937,0
LA,179,area_code_408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,62.61999999999999,619.4,326,0.10109783661608,Nenhum,0,0.023731990485422568,1
NE,94,area_code_415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,68.0,603.6,344,0.1126573889993373,Nenhum,0,0.022006625611483734,1
MN,62,area_code_415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,53.26,544.9000000000001,316,0.0977427050835015,Nenhum,0,0.021423742881144847,0
MI,127,area_code_415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,65.75,638.2,307,0.1030241303666562,Nenhum,0,0.021314770364090817,1
AR,116,area_code_408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,59.73,591.8000000000001,294,0.1009293680297397,Nenhum,0,0.021327335730459106,1
KS,70,area_code_408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,73.36,725.5999999999999,349,0.1011025358324145,Nenhum,0,0.02297427704733999,1
WV,94,area_code_510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,67.00999999999999,703.3,373,0.0952793971278259,Ambos,0,0.021284907730336783,2
AK,126,area_code_415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,31.05,345.6,309,0.08984375,Nenhum,1,0.968759892689873,3
NY,67,area_code_408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,50.17,533.0999999999999,322,0.0941099230913524,Apenas Correio de Voz,0,0.021282979247225477,2
NH,19,area_code_408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,66.83000000000001,669.0,291,0.0998953662182361,Nenhum,0,0.02166113912497602,1
VA,170,area_code_510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,73.32999999999998,647.6999999999999,317,0.113215995059441,Apenas Internacional,0,0.021839012425011302,1
NM,73,area_code_415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,73.02,734.8,386,0.099373979314099,Nenhum,0,0.02129094662517968,1
NY,106,area_code_408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,44.13,431.7,321,0.102223766504517,Nenhum,0,0.021314931305699236,0
AZ,93,area_code_415,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,72.09,589.1999999999999,305,0.1223523421588594,Nenhum,0,0.02133411010017585,1
WY,164,area_code_510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,52.02,519.9,353,0.1000577034045008,Nenhum,0,0.021321440313626858,0
WA,51,area_code_408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,68.3,660.1,315,0.1034691713376761,Nenhum,0,0.021723507731808516,1
CO,107,area_code_415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,45.54,435.4,298,0.1045934772622875,Nenhum,0,0.021498330640502532,0
TX,130,area_code_415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,51.06,515.1,285,0.0991263832265579,Nenhum,0,0.021287679125805967,0
KY,80,area_code_408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,64.00999999999999,622.0,276,0.1029099678456591,Nenhum,0,0.021374979912747387,1
MT,94,area_code_415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,51.02,504.1,339,0.101210077365602,Nenhum,0,0.026235054587387396,0
OK,118,area_code_408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,71.30999999999999,584.7,256,0.1219599794766546,Apenas Correio de Voz,0,0.021281876507432188,2
MD,117,area_code_415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,58.690000000000005,562.4,271,0.1043563300142247,Apenas Correio de Voz,0,0.021317823260045467,2
TN,78,area_code_415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,55.32999999999999,603.1,368,0.091742662908307,Nenhum,0,0.02128194101333871,0
TX,208,area_code_510,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,81.57000000000001,695.2,290,0.1173331415420023,Nenhum,1,0.9694428533051358,3
ME,131,area_code_510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,81.97999999999999,761.6999999999999,336,0.1076276749376394,Ambos,1,0.9686901731714445,3
DC,63,area_code_408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,43.73,518.7,262,0.0843069211490264,Nenhum,0,0.022211320878466775,0
MN,53,area_code_415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,58.3,629.2,386,0.0926573426573426,Apenas Correio de Voz,0,0.022748443334862402,2
DE,62,area_code_408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,72.94,766.7,328,0.0951349941306899,Nenhum,0,0.02131126042266624,1
MD,97,area_code_415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,65.25,648.9,301,0.1005547850208044,Nenhum,0,0.021428183465673958,1
MI,105,area_code_510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,50.68,543.0,248,0.0933333333333333,Nenhum,0,0.02149232010209928,0
WA,157,area_code_415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,59.3,617.6999999999999,283,0.0960012951270843,Nenhum,0,0.022146035514542025,1
MO,66,area_code_415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,47.81,519.0,273,0.0921194605009634,Apenas Correio de Voz,0,0.022634464203033187,2
IN,122,area_code_415,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,60.370000000000005,521.2,264,0.1158288564850345,Nenhum,0,0.02137289955035272,1
OR,38,area_code_415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,61.89,615.2,287,0.1006014304291287,Nenhum,0,0.021896796246425744,1
MD,106,area_code_510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,64.26,638.1000000000001,297,0.1007052186177715,Nenhum,0,0.02128164340989961,1
RI,99,area_code_510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,72.33,705.8,300,0.1024794559365259,Nenhum,0,0.021509448421894284,1
LA,99,area_code_415,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,65.82,596.5,290,0.1103436714165968,Nenhum,0,0.021281875093124472,1
AZ,144,area_code_510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,67.6,657.3000000000001,308,0.1028449718545565,Apenas Internacional,0,0.021327016692143645,1
PA,82,area_code_415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,55.56,532.8000000000001,309,0.1042792792792792,Apenas Correio de Voz,0,0.021297567419045753,2
AZ,86,area_code_408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,52.49999999999999,539.7,385,0.0972762645914396,Apenas Correio de Voz,0,0.021281674682311028,2
FL,70,area_code_510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,65.97,545.6,312,0.1209127565982404,Apenas Internacional,1,0.9692942459478203,3
LA,93,area_code_415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,58.9,594.5999999999999,331,0.0990581903800874,Nenhum,0,0.021284569688802237,1
FL,93,area_code_415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,52.28,521.2,288,0.1003069838833461,Nenhum,0,0.021341564070360416,0
FL,120,area_code_415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,62.87,674.3,263,0.0932374314103514,Nenhum,0,0.021305680510900864,1
MD,136,area_code_415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,75.54,681.3,356,0.1108762659621312,Nenhum,1,0.969133096407947,3
AL,106,area_code_415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,57.68,528.9,338,0.1090565324257893,Nenhum,0,0.0212994666258428,1
WA,81,area_code_415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,57.02,560.6,322,0.1017124509454156,Nenhum,0,0.021306633360196076,1
TN,127,area_code_408,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,56.81999999999999,595.6,292,0.0953995970449966,Apenas Correio de Voz,0,0.02144414952666556,2
MS,65,area_code_415,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,57.44,633.6,315,0.0906565656565656,Nenhum,0,0.021302075320748386,0
ME,35,area_code_408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,56.21,574.6999999999999,347,0.0978075517661388,Nenhum,0,0.02130029706394387,0
OK,88,area_code_408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,39.77,483.4,289,0.0822714108398841,Nenhum,0,0.021399397489166028,0
IN,65,area_code_415,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,68.19000000000001,700.7,333,0.0973169687455401,Nenhum,0,0.021303680130074602,1
MO,123,area_code_415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,68.02,680.8000000000001,304,0.0999118683901292,Nenhum,0,0.021298879381682893,1
IA,126,area_code_408,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,53.8,461.9,305,0.1164754275817276,Apenas Correio de Voz,0,0.02128244062892409,2
VA,104,area_code_415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,76.12,650.9,337,0.116945767398986,Apenas Correio de Voz,0,0.021296289970099185,2
KY,45,area_code_415,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,70.6,684.9999999999999,287,0.1030656934306569,Apenas Correio de Voz,0,0.021281643603893088,2
MD,93,area_code_408,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,76.66999999999999,669.5,285,0.1145182972367438,Apenas Internacional,1,0.9694549952329867,3
OH,63,area_code_415,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,70.45,698.9,320,0.1008012591214766,Ambos,0,0.021334919560353986,2
OK,100,area_code_415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,64.77000000000001,614.5,349,0.1054027664768104,Nenhum,0,0.02333229619549578,1
NV,53,area_code_415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,57.31,554.3000000000001,299,0.1033916651632689,Nenhum,0,0.021291911539930684,1
ID,92,area_code_415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,62.78,655.5999999999999,368,0.0957596095179987,Apenas Internacional,0,0.021330126149975957,1
MN,139,area_code_510,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,52.27,549.5000000000001,336,0.0951228389444949,Nenhum,1,0.9694541549485576,3
SD,110,area_code_408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,57.54,565.3,340,0.1017866619494074,Apenas Correio de Voz,0,0.0217284075714706,2
IL,110,area_code_408,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,41.04,477.3,326,0.0859836580766813,Nenhum,0,0.021331756387415295,0
WY,215,area_code_510,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,37.58,441.8,358,0.0850611136260751,Nenhum,0,0.021309797375813778,0
AL,73,area_code_415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,55.83,510.0,296,0.1094705882352941,Nenhum,0,0.021284429642236428,1
NJ,138,area_code_510,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,57.21,516.7,298,0.1107218889103928,Nenhum,0,0.021346558711678086,1
NV,137,area_code_415,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,47.73,504.6,282,0.094589774078478,Apenas Internacional,1,0.9683737147022565,3
IN,36,area_code_415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,73.25999999999999,720.0,334,0.10175,Nenhum,0,0.02151445170977185,1
WV,85,area_code_408,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,63.95,603.3000000000001,259,0.1060003315100281,Nenhum,0,0.02149142064775835,1
VA,108,area_code_408,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,75.02000000000001,830.6,237,0.0903202504213821,Nenhum,1,0.9692027520913973,3
SC,22,area_code_408,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,44.57,488.6,301,0.0912198117069177,Nenhum,0,0.02128476269697361,0
RI,107,area_code_415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,33.67,435.1,291,0.077384509308205,Apenas Correio de Voz,0,0.021282528922944112,0
IN,51,area_code_510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,64.74000000000001,658.1,223,0.0983741072785291,Nenhum,0,0.021566157472113198,1
AZ,94,area_code_408,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,61.66,639.3000000000001,286,0.096449241357735,Nenhum,0,0.02157406604429619,1
NM,119,area_code_510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,63.28,672.1999999999999,369,0.0941386492115441,Apenas Correio de Voz,0,0.021332917423052232,2
OR,33,area_code_415,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,53.09,568.4,273,0.0934025334271639,Apenas Correio de Voz,1,0.9693737412618557,3
NJ,106,area_code_415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,62.48,586.1,354,0.1066029687766592,Nenhum,0,0.021290748891347112,1
MS,82,area_code_408,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,65.21,621.4,292,0.1049404570325072,Nenhum,0,0.021281607975968585,1
MI,86,area_code_510,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,53.01,595.4,296,0.0890325831373866,Apenas Correio de Voz,0,0.021285654802992906,2
TX,97,area_code_415,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,58.6,605.9,283,0.096715629641855,Apenas Internacional,0,0.022007154734811598,1
FL,106,area_code_408,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,58.2,569.6,317,0.1021769662921348,Apenas Correio de Voz,0,0.02169416814658775,2
DC,108,area_code_510,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,51.28,552.3,335,0.0928480898062647,Nenhum,0,0.021856838011091756,0
TX,114,area_code_415,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,48.260000000000005,542.5,308,0.0889585253456221,Nenhum,0,0.0212815599384283,0
KS,92,area_code_408,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,38.78,475.3,320,0.0815905743740795,Apenas Internacional,1,0.9689366154724854,3
UT,59,area_code_510,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,56.35,568.6,287,0.0991030601477312,Nenhum,0,0.021339473751838152,0
MN,24,area_code_510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,58.03,612.1000000000001,280,0.0948047704623427,Apenas Correio de Voz,0,0.025114828386439764,2
IL,151,area_code_408,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,49.27,516.9,263,0.0953182433739601,Nenhum,0,0.04459885267502913,0
NM,117,area_code_415,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,53.76,551.3,311,0.0975149646290585,Nenhum,0,0.02133737036898169,0
SC,78,area_code_510,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,61.64,643.0,321,0.0958631415241057,Nenhum,0,0.02298804195152015,1
NC,155,area_code_408,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,69.97999999999999,611.8,261,0.1143837855508336,Nenhum,0,0.02130966681626407,1
WV,114,area_code_510,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,73.35,769.1999999999999,260,0.0953588143525741,Apenas Correio de Voz,0,0.021319697857936783,2
RI,114,area_code_510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,67.52999999999999,659.6,324,0.1023802304426925,Apenas Correio de Voz,0,0.021297897429314663,2
NH,119,area_code_408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,53.53,586.2,274,0.0913169566700784,Nenhum,0,0.02212357070849231,0
MO,64,area_code_510,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,35.480000000000004,382.5,298,0.0927581699346405,Apenas Correio de Voz,0,0.021285012032066362,2
MA,118,area_code_408,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,53.1,530.1,323,0.100169779286927,Apenas Internacional,0,0.021283410125201786,0
PA,101,area_code_415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,69.42999999999999,696.0,325,0.0997557471264367,Nenhum,0,0.021283577459644487,1
OK,117,area_code_415,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,49.32,523.3000000000001,312,0.0942480412765144,Nenhum,0,0.025566496618330197,0
